isic_code,isic_level,section,activity_title,aml_rating,risk_score,risk_theme,risk_drivers,cdd_edd,controls,rule_id,rule_basis,notes,source_url
4662,Class,G,Wholesale of motor vehicle parts and accessories,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4663,Class,G,"Wholesale of motorcycles, motorcycle parts and accessories",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
467,Group,G,Other specialized wholesale,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4671,Class,G,"Wholesale of solid, liquid and gaseous fuels and related products",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4672,Class,G,Wholesale of metals and metal ores,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4673,Class,G,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",Medium,2,Construction and development,"Large project payments, subcontracting, cash labor, procurement fraud, corruption and invoice manipulation exposure.",Standard CDD plus targeted enhanced checks,"License verification, beneficial ownership, project rationale, counterparties/subcontractors, and payment purpose review.",MH05,\b(construction|contractor|building construction|civil engineering|specialty trade contractors|heavy construction|developer)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4679,Class,G,"Wholesale of chemicals, waste and scrap and other products n.e.c.",Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
469,Group,G,Non-specialized wholesale trade,Medium,2,"Trade, logistics and TBML exposure","Trade-based ML, sanctions, dual-use goods, and cross-border counterparties.",Standard CDD plus targeted enhanced checks,"Additional trade due diligence, country/counterparty screening, invoice and shipping document review for risk-based samples.",MH01,\b(freight|forwarding|customs broker|shipping|port|warehousing|storage|courier|postal|air transportation|water transportation|truck transportation|rail transportation|pipeline|logistics|wholesale trade|merchant wholesaler|import|export)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4690,Class,G,Non-specialized wholesale trade,Medium,2,"Trade, logistics and TBML exposure","Trade-based ML, sanctions, dual-use goods, and cross-border counterparties.",Standard CDD plus targeted enhanced checks,"Additional trade due diligence, country/counterparty screening, invoice and shipping document review for risk-based samples.",MH01,\b(freight|forwarding|customs broker|shipping|port|warehousing|storage|courier|postal|air transportation|water transportation|truck transportation|rail transportation|pipeline|logistics|wholesale trade|merchant wholesaler|import|export)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
47,Division,G,Retail trade,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
471,Group,G,Non-specialized retail sale,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
