rakez_code,activity_name,description,licence_type,activity_group,isic_code,isic_title,isic_level,aml_rating,risk_score,risk_theme,cdd_edd,matched_rules,prohibited,zone,source,mapping_basis
291505,Lifts Assembling,"Includes manufacturing by means of assembling residential, commercial, industrial and servicing (cargo and garbage handling) lifts. The process may involve manufacturing some components such as bodies and cabins, fixing walls, roofs, floors as well as installing doors, motors and control systems. It also includes design (customized), installation and maintenance.",Industrial,Equipment and engines manufacturing,291,Manufacture of motor vehicles,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 291505 → ISIC 291 (Group)
515951,"Lifts, Escalators & Spare Parts Trading","Includes reselling lifts fixed in multistoried facilities to carry people and goods, also, escalators and electric belts in airports, shopping centers, hotels and public utilities.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515951 → ISIC 51 (Division)
5159-68,Light Aircraft Trading,"Includes reselling light aircraft with a maximum gross takeoff weight of 100,000 lbs and are used commercially for passenger and freight transport, sightseeing, photography and personal use.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5159-68 → ISIC 51 (Division)
RAKEZ /2017/50,Light Archiving Professional Individual Works,,Individual / Professional,Information service activities,N,"Professional, scientific and technical activities",Section,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC N
513917,Light Fittings & Fixtures Trading,"Includes reselling lighting lamps, ornamental ceiling lamps (except crystal chandeliers) switch keys and sockets. This also includes electric bells, spotlights, garden and house lighting device. Public parks and squares lightings are classified under Class 5150.",Commercial,Not Grouped,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513917 → ISIC 51 (Division)
515930,Lighting Equipment & Requisites Trading,"Includes reselling lighting devices in public gardens, parks, squares, airports, sports stadium and others.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515930 → ISIC 51 (Division)
315007,Lighting Fitting & Fixtures Assembling,"Includes assembling lighting devices in public gardens, parks, airports, sports stadium and others.",Industrial,Lighting equipment manufacturing1,31,Manufacture of furniture,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 315007 → ISIC 31 (Division)
514324,Lighting Poles Trading,"Includes reselling utility lighting poles made of metal, concrete or wood for roads, streets and parks lighting.",Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514324 → ISIC 51 (Division)
1549-14,Liquid Pasteurized Egg Production,"Includes processing pasteurized egg liquid and packaging in bulks for using by consumers like restaurants, hotels and catering companies.",Industrial,Food industries,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1549-14 → ISIC 15 (Division)
154914,Liquid Pasteurized Egg Production,"Includes processing pasteurized egg liquid and packaging in bulks for using by consumers like restaurants, hotels and catering companies.",Industrial,Food industries,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 154914 → ISIC 15 (Division)
100019,Live Theatrical Shows Management and Promotion,Live Theatrical Shows Management and Promotion,Media,Event Management,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100019 → ISIC 10 (Division)
242207,lnk Mixing & Refilling,Includes proportionally mix and blend inks to produce a colour required by the customer,Industrial,Manufacturing of chemicals,242,Manufacture of basic precious and other non-ferrous metals,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 242207 → ISIC 242 (Group)
809031,Local Handicrafts Training Center,"Includes providing training on items made by hand originating among the people (community) of UAE, often with the use of simple tools, and is generally artistic and traditional in nature. They are also objects of utility and objects of decoration. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809031 → ISIC 80 (Division)
5520-09,Local Sweets Preparing,Includes preparing local sweets in stalls sell directly to the public for immediate consumption,Commercial,Restaurants and coffee shops,5520,Other short term accommodation activities,Class,Medium,2,Accommodation / food services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5520-09 → ISIC 5520 (Class)
289303,Locks & Keys Manufacturing,"Includes manufacturing the mechanical Includes manufacturing the mechanical or electronic fastening devices as well as the keys, keycards, fingerprints and security tokens which release them. or electronic fastening devices as well as the keys, keycards, fingerprints and security tokens which release them. Industrial",Industrial,,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289303 → ISIC 28 (Division)
514338,Locks & Keys Trading,"Includes reselling the mechanical or electronic fastening device which are released by a physical object, such as key, keycard, fingerprint, security token.",Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514338 → ISIC 51 (Division)
RAKEZ /2017/07,Logistics & Transportation,Logistics & Transportation,Service,"Transport, shipping and storage",H,Transportation and storage,Section,Medium,2,Transportation / storage,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC H
741426,Logistics Consultancy,"Includes firms specialized in providing objective management advice and solutions to supply chain problems as well as providing methodology for improving performance, this involves analyzing the distribution network and delivering practical solutions, facilities and warehouses design and improvement, audit the operation and identify the potentials for improvements.",Service,"Consultancy -D- management, information and marketing",741,Specialized design activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 741426 → ISIC 741 (Group)
RAKEZ /2017/34,Logo Design Professional,"Individual Works Individual / Professional Design,",Media,& Architecture,N,"Professional, scientific and technical activities",Section,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC N
232008,Lubricants & Grease Refilling,Includes firms engaged in breaking bulk Lubricants and Grease in smaller lots consumer or commercial packs.,Industrial,Manufacture of petroleum products,23,Manufacture of other non-metallic mineral products,Division,High,3,Manufacturing,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 232008 → ISIC 23 (Division)
514102,Lubricants & Grease Trading,includes reselling the high viscosity oil based lubricating substances used for lessening friction in the working parts of a mechanism in order to protect against wear and Transfer heat.,Commercial,Fuel and petroleum products trading,51,Air transport,Division,High,3,Transportation / storage,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514102 → ISIC 51 (Division)
6023-18,Lubricants & Petroleum Wastes Transport,"Includes using light and heavy tankers which are duly fitted to transport Lubricants and Petroleum Wastes that are considered risky to human beings and environment, and which require adherence to stringent measures in transporting.",Commercial,"Transport, shipping and storage 9312002 Marine Sports Club Marine Sports Club Service Sport Club",602,"Television programming, broadcasting and video distribution activities",Group,Medium,2,Publishing / content,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6023-18 → ISIC 602 (Group)
100078,Magazines,Magazines,Media,Publishing,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100078 → ISIC 10 (Division)
